id,resolution_date,source,Type,resolved_to,resolved,SPF_forecast,SPF_bs,Pub_forecast,Pub_bs,gpt4T_0S,gpt4T_Reas,gpt4T_News,gpt4T_spf1,gpt4T_spf2,gpt4T_spf3,BS gpt4T_0S,BS gpt4T_Reas,BS gpt4T_News,BS gpt4T_spf1,BS gpt4T_spf2,BS gpt4T_spf3
ccda7990a2565cabd7c375a036751bd3b953b8bed45d859010919cd3a84d7e78,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.05,0.0025,0.05,0.1,0.1,0.143,0.2,0.5,0.0025000000000000005,0.010000000000000002,0.010000000000000002,0.020448999999999995,0.04000000000000001,0.25
ccda7990a2565cabd7c375a036751bd3b953b8bed45d859010919cd3a84d7e78,2024-08-20,acled,Data,0.0,True,0.0,0.0,0.07,0.0049,0.05,0.1,0.1,0.143,0.2,0.5,0.0025000000000000005,0.010000000000000002,0.010000000000000002,0.020448999999999995,0.04000000000000001,0.25
ccda7990a2565cabd7c375a036751bd3b953b8bed45d859010919cd3a84d7e78,2024-10-19,acled,Data,0.0,True,0.005,2.5e-05,0.1,0.01,0.05,0.15,0.15,0.143,0.2,0.5,0.0025000000000000005,0.0225,0.0225,0.020448999999999995,0.04000000000000001,0.25
ccda7990a2565cabd7c375a036751bd3b953b8bed45d859010919cd3a84d7e78,2025-01-17,acled,Data,0.0,True,0.01,0.0001,0.1,0.01,0.05,0.2,0.15,0.143,0.2,0.5,0.0025000000000000005,0.04000000000000001,0.0225,0.020448999999999995,0.04000000000000001,0.25
ccda7990a2565cabd7c375a036751bd3b953b8bed45d859010919cd3a84d7e78,2025-07-21,acled,Data,0.0,True,0.02,0.0004,0.12,0.0144,0.05,0.25,0.2,0.143,0.2,0.5,0.0025000000000000005,0.0625,0.04000000000000001,0.020448999999999995,0.04000000000000001,0.25
4204aec5ff81b3d331f27141b072979d838ed95bcd0de36e887ca9a70523060a,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.25,0.0625,0.15,0.15,0.15,0.12,0.15,0.5,0.0225,0.0225,0.0225,0.0144,0.0225,0.25
4204aec5ff81b3d331f27141b072979d838ed95bcd0de36e887ca9a70523060a,2024-08-20,acled,Data,0.0,True,0.0,0.0,0.24,0.0576,0.15,0.15,0.15,0.12,0.15,0.5,0.0225,0.0225,0.0225,0.0144,0.0225,0.25
4204aec5ff81b3d331f27141b072979d838ed95bcd0de36e887ca9a70523060a,2024-10-19,acled,Data,0.0,True,0.002,4e-06,0.2,0.04,0.15,0.2,0.2,0.12,0.15,0.5,0.0225,0.04000000000000001,0.04000000000000001,0.0144,0.0225,0.25
4204aec5ff81b3d331f27141b072979d838ed95bcd0de36e887ca9a70523060a,2025-01-17,acled,Data,0.0,True,0.01,0.0001,0.25,0.0625,0.15,0.2,0.2,0.12,0.15,0.5,0.0225,0.04000000000000001,0.04000000000000001,0.0144,0.0225,0.25
4204aec5ff81b3d331f27141b072979d838ed95bcd0de36e887ca9a70523060a,2025-07-21,acled,Data,0.0,True,0.015,0.000225,0.3,0.09,0.15,0.25,0.25,0.12,0.15,0.5,0.0225,0.0625,0.0625,0.0144,0.0225,0.25
9043472375a02690dfb338bd3d11605105562e5cae9672a989961b0c5bef9b51,2024-07-28,acled,Data,0.0,True,0.003,9e-06,0.2,0.04,0.15,0.25,0.35,0.25,0.35,0.5,0.0225,0.0625,0.12249999999999998,0.0625,0.12249999999999998,0.25
9043472375a02690dfb338bd3d11605105562e5cae9672a989961b0c5bef9b51,2024-08-20,acled,Data,0.0,True,0.01,0.0001,0.15,0.0225,0.15,0.25,0.35,0.25,0.35,0.5,0.0225,0.0625,0.12249999999999998,0.0625,0.12249999999999998,0.25
9043472375a02690dfb338bd3d11605105562e5cae9672a989961b0c5bef9b51,2024-10-19,acled,Data,0.0,True,0.015,0.000225,0.15,0.0225,0.15,0.25,0.4,0.25,0.35,0.5,0.0225,0.0625,0.16000000000000003,0.0625,0.12249999999999998,0.25
9043472375a02690dfb338bd3d11605105562e5cae9672a989961b0c5bef9b51,2025-01-17,acled,Data,0.0,True,0.025,0.000625,0.2,0.04,0.15,0.25,0.45,0.25,0.35,0.5,0.0225,0.0625,0.2025,0.0625,0.12249999999999998,0.25
9043472375a02690dfb338bd3d11605105562e5cae9672a989961b0c5bef9b51,2025-07-21,acled,Data,0.0,True,0.03,0.0009,0.2,0.04,0.15,0.25,0.5,0.25,0.35,0.5,0.0225,0.0625,0.25,0.0625,0.12249999999999998,0.25
3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9,2024-07-28,acled,Data,0.0,True,0.05,0.0025,0.1,0.01,0.35,0.5,0.55,0.6,0.65,0.5,0.12249999999999998,0.25,0.30250000000000005,0.36,0.42250000000000004,0.25
3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9,2024-08-20,acled,Data,0.0,True,0.115,0.013225,0.1,0.01,0.35,0.5,0.55,0.6,0.65,0.5,0.12249999999999998,0.25,0.30250000000000005,0.36,0.42250000000000004,0.25
3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9,2024-10-19,acled,Data,0.0,True,0.4,0.16,0.15,0.0225,0.35,0.55,0.6,0.6,0.65,0.5,0.12249999999999998,0.30250000000000005,0.36,0.36,0.42250000000000004,0.25
3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9,2025-01-17,acled,Data,0.0,True,0.415,0.172225,0.3,0.09,0.35,0.55,0.6,0.6,0.65,0.5,0.12249999999999998,0.30250000000000005,0.36,0.36,0.42250000000000004,0.25
3527af895c3fba5850bad3c91193244d88ef272e0bc7251e828b9b2029236ad9,2025-07-21,acled,Data,1.0,True,0.435,0.3192249999999999,0.3,0.4899999999999999,0.35,0.6,0.65,0.6,0.65,0.5,0.42250000000000004,0.16000000000000003,0.12249999999999998,0.16000000000000003,0.12249999999999998,0.25
4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931,2024-07-28,acled,Data,0.0,True,0.01,0.0001,0.3,0.09,0.15,0.55,0.65,0.2,0.3,0.5,0.0225,0.30250000000000005,0.42250000000000004,0.04000000000000001,0.09,0.25
4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931,2024-08-20,acled,Data,0.0,True,0.01,0.0001,0.35,0.1224999999999999,0.15,0.55,0.65,0.2,0.3,0.5,0.0225,0.30250000000000005,0.42250000000000004,0.04000000000000001,0.09,0.25
4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931,2024-10-19,acled,Data,0.0,True,0.01,0.0001,0.3,0.09,0.15,0.6,0.6,0.2,0.3,0.5,0.0225,0.36,0.36,0.04000000000000001,0.09,0.25
4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931,2025-01-17,acled,Data,0.0,True,0.05,0.0025,0.4,0.16,0.15,0.6,0.6,0.2,0.3,0.5,0.0225,0.36,0.36,0.04000000000000001,0.09,0.25
4d0226bb7d28b3509344cecbac6e7003dbb7cb5ac9ffc68518218fb163925931,2025-07-21,acled,Data,0.0,True,0.03,0.0009,0.4,0.16,0.15,0.65,0.55,0.2,0.3,0.5,0.0225,0.42250000000000004,0.30250000000000005,0.04000000000000001,0.09,0.25
b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913,2024-07-28,acled,Data,0.0,True,0.001,1e-06,0.05,0.0025,0.05,0.15,0.35,0.1667,0.4,0.5,0.0025000000000000005,0.0225,0.12249999999999998,0.027788889999999997,0.16000000000000003,0.25
b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913,2024-08-20,acled,Data,0.0,True,0.001,1e-06,0.05,0.0025,0.05,0.15,0.4,0.1667,0.4,0.5,0.0025000000000000005,0.0225,0.16000000000000003,0.027788889999999997,0.16000000000000003,0.25
b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913,2024-10-19,acled,Data,0.0,True,0.001,1e-06,0.055,0.003025,0.05,0.15,0.4,0.1667,0.4,0.5,0.0025000000000000005,0.0225,0.16000000000000003,0.027788889999999997,0.16000000000000003,0.25
b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913,2025-01-17,acled,Data,0.0,True,0.001,1e-06,0.065,0.004225,0.05,0.15,0.45,0.1667,0.4,0.5,0.0025000000000000005,0.0225,0.2025,0.027788889999999997,0.16000000000000003,0.25
b48c0a80ed5a62b128815b699b93d3d167bf2a3265058028871320c0a5c85913,2025-07-21,acled,Data,0.0,True,0.001,1e-06,0.08,0.0064,0.05,0.15,0.45,0.1667,0.4,0.5,0.0025000000000000005,0.0225,0.2025,0.027788889999999997,0.16000000000000003,0.25
ac7b7ca153f613fa81d9c0eff4f0aa25bb62bba04da7610ae4eec7e1586425bb,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.1,0.01,0.05,0.1,0.1,0.2,0.15,0.5,0.0025000000000000005,0.010000000000000002,0.010000000000000002,0.04000000000000001,0.0225,0.25
ac7b7ca153f613fa81d9c0eff4f0aa25bb62bba04da7610ae4eec7e1586425bb,2024-08-20,acled,Data,0.0,True,0.001,1e-06,0.1,0.01,0.05,0.1,0.1,0.2,0.15,0.5,0.0025000000000000005,0.010000000000000002,0.010000000000000002,0.04000000000000001,0.0225,0.25
ac7b7ca153f613fa81d9c0eff4f0aa25bb62bba04da7610ae4eec7e1586425bb,2024-10-19,acled,Data,0.0,True,0.001,1e-06,0.15,0.0225,0.05,0.1,0.1,0.2,0.15,0.5,0.0025000000000000005,0.010000000000000002,0.010000000000000002,0.04000000000000001,0.0225,0.25
ac7b7ca153f613fa81d9c0eff4f0aa25bb62bba04da7610ae4eec7e1586425bb,2025-01-17,acled,Data,0.0,True,0.001,1e-06,0.2,0.04,0.05,0.1,0.1,0.2,0.15,0.5,0.0025000000000000005,0.010000000000000002,0.010000000000000002,0.04000000000000001,0.0225,0.25
ac7b7ca153f613fa81d9c0eff4f0aa25bb62bba04da7610ae4eec7e1586425bb,2025-07-21,acled,Data,0.0,True,0.002,4e-06,0.2,0.04,0.05,0.1,0.1,0.2,0.15,0.5,0.0025000000000000005,0.010000000000000002,0.010000000000000002,0.04000000000000001,0.0225,0.25
9d683eff8747219752163f7d11d94ff96bbf3b3386a147b59c4829ddb5dac130,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.075,0.005625,0.05,0.1,0.2,0.2,0.25,0.5,0.0025000000000000005,0.010000000000000002,0.04000000000000001,0.04000000000000001,0.0625,0.25
9d683eff8747219752163f7d11d94ff96bbf3b3386a147b59c4829ddb5dac130,2024-08-20,acled,Data,0.0,True,0.0,0.0,0.1,0.01,0.05,0.1,0.2,0.2,0.25,0.5,0.0025000000000000005,0.010000000000000002,0.04000000000000001,0.04000000000000001,0.0625,0.25
9d683eff8747219752163f7d11d94ff96bbf3b3386a147b59c4829ddb5dac130,2024-10-19,acled,Data,0.0,True,0.0,0.0,0.125,0.015625,0.05,0.1,0.25,0.2,0.25,0.5,0.0025000000000000005,0.010000000000000002,0.0625,0.04000000000000001,0.0625,0.25
9d683eff8747219752163f7d11d94ff96bbf3b3386a147b59c4829ddb5dac130,2025-01-17,acled,Data,0.0,True,0.0,0.0,0.125,0.015625,0.05,0.1,0.25,0.2,0.25,0.5,0.0025000000000000005,0.010000000000000002,0.0625,0.04000000000000001,0.0625,0.25
9d683eff8747219752163f7d11d94ff96bbf3b3386a147b59c4829ddb5dac130,2025-07-21,acled,Data,0.0,True,0.0,0.0,0.1,0.01,0.05,0.1,0.3,0.2,0.25,0.5,0.0025000000000000005,0.010000000000000002,0.09,0.04000000000000001,0.0625,0.25
f29228009a407cdf130062251d274b898fc8e925f21b5d9c16376e35fd5a9fbd,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.3,0.09,0.1,0.25,0.5,0.4,0.25,0.5,0.010000000000000002,0.0625,0.25,0.16000000000000003,0.0625,0.25
f29228009a407cdf130062251d274b898fc8e925f21b5d9c16376e35fd5a9fbd,2024-08-20,acled,Data,0.0,True,0.0055,3.0250000000000007e-05,0.375,0.140625,0.1,0.25,0.5,0.4,0.25,0.5,0.010000000000000002,0.0625,0.25,0.16000000000000003,0.0625,0.25
f29228009a407cdf130062251d274b898fc8e925f21b5d9c16376e35fd5a9fbd,2024-10-19,acled,Data,0.0,True,0.01,0.0001,0.475,0.225625,0.1,0.3,0.5,0.4,0.25,0.5,0.010000000000000002,0.09,0.25,0.16000000000000003,0.0625,0.25
f29228009a407cdf130062251d274b898fc8e925f21b5d9c16376e35fd5a9fbd,2025-01-17,acled,Data,0.0,True,0.0175,0.00030625,0.375,0.140625,0.1,0.35,0.5,0.4,0.25,0.5,0.010000000000000002,0.12249999999999998,0.25,0.16000000000000003,0.0625,0.25
f29228009a407cdf130062251d274b898fc8e925f21b5d9c16376e35fd5a9fbd,2025-07-21,acled,Data,0.0,True,0.025,0.000625,0.4,0.16,0.1,0.4,0.5,0.4,0.25,0.5,0.010000000000000002,0.16000000000000003,0.25,0.16000000000000003,0.0625,0.25
1f7b3ef2436775c7530d7858dc141a4cf7a5692745e9f476e1bbd534d183f3f2,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.05,0.0025,0.1,0.25,0.25,0.2857,0.3,0.25,0.010000000000000002,0.0625,0.0625,0.08162449000000001,0.09,0.0625
1f7b3ef2436775c7530d7858dc141a4cf7a5692745e9f476e1bbd534d183f3f2,2024-08-20,acled,Data,0.0,True,0.01,0.0001,0.11,0.0121,0.1,0.25,0.3,0.2857,0.3,0.25,0.010000000000000002,0.0625,0.09,0.08162449000000001,0.09,0.0625
1f7b3ef2436775c7530d7858dc141a4cf7a5692745e9f476e1bbd534d183f3f2,2024-10-19,acled,Data,0.0,True,0.02,0.0004,0.12,0.0144,0.1,0.3,0.35,0.2857,0.3,0.25,0.010000000000000002,0.09,0.12249999999999998,0.08162449000000001,0.09,0.0625
1f7b3ef2436775c7530d7858dc141a4cf7a5692745e9f476e1bbd534d183f3f2,2025-01-17,acled,Data,0.0,True,0.03,0.0009,0.18,0.0324,0.1,0.3,0.4,0.2857,0.3,0.25,0.010000000000000002,0.09,0.16000000000000003,0.08162449000000001,0.09,0.0625
1f7b3ef2436775c7530d7858dc141a4cf7a5692745e9f476e1bbd534d183f3f2,2025-07-21,acled,Data,0.0,True,0.03,0.0009,0.2,0.04,0.1,0.35,0.45,0.2857,0.3,0.25,0.010000000000000002,0.12249999999999998,0.2025,0.08162449000000001,0.09,0.0625
0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.1,0.01,0.15,0.5,0.55,0.35,0.7,0.5,0.0225,0.25,0.30250000000000005,0.12249999999999998,0.48999999999999994,0.25
0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a,2024-08-20,acled,Data,0.0,True,0.0,0.0,0.05,0.0025,0.15,0.5,0.5,0.35,0.7,0.5,0.0225,0.25,0.25,0.12249999999999998,0.48999999999999994,0.25
0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a,2024-10-19,acled,Data,0.0,True,0.01,0.0001,0.1,0.01,0.15,0.5,0.45,0.35,0.7,0.5,0.0225,0.25,0.2025,0.12249999999999998,0.48999999999999994,0.25
0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a,2025-01-17,acled,Data,0.0,True,0.01,0.0001,0.1,0.01,0.15,0.5,0.4,0.35,0.7,0.5,0.0225,0.25,0.16000000000000003,0.12249999999999998,0.48999999999999994,0.25
0c20162bae6257b7fcaa67c009a710e82f0faad0ce168d775b2bc3524121f83a,2025-07-21,acled,Data,0.0,True,0.025,0.000625,0.1,0.01,0.15,0.5,0.35,0.35,0.7,0.5,0.0225,0.25,0.12249999999999998,0.12249999999999998,0.48999999999999994,0.25
fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.225,0.050625,0.15,0.15,0.35,0.17,0.4,0.4,0.0225,0.0225,0.12249999999999998,0.028900000000000006,0.16000000000000003,0.16000000000000003
fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089,2024-08-20,acled,Data,0.0,True,0.0055,3.0250000000000007e-05,0.175,0.0306249999999999,0.15,0.15,0.4,0.17,0.4,0.4,0.0225,0.0225,0.16000000000000003,0.028900000000000006,0.16000000000000003,0.16000000000000003
fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089,2024-10-19,acled,Data,0.0,True,0.02,0.0004,0.21,0.0440999999999999,0.15,0.15,0.45,0.17,0.4,0.4,0.0225,0.0225,0.2025,0.028900000000000006,0.16000000000000003,0.16000000000000003
fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089,2025-01-17,acled,Data,0.0,True,0.025,0.000625,0.275,0.075625,0.15,0.15,0.5,0.17,0.4,0.4,0.0225,0.0225,0.25,0.028900000000000006,0.16000000000000003,0.16000000000000003
fa23cf1ab8ae4be34faeccb0c0453b19974158a7a1cb10657339b11a869ce089,2025-07-21,acled,Data,0.0,True,0.04,0.0016,0.275,0.075625,0.15,0.15,0.55,0.17,0.4,0.4,0.0225,0.0225,0.30250000000000005,0.028900000000000006,0.16000000000000003,0.16000000000000003
e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977,2024-07-28,acled,Data,1.0,True,0.25,0.5625,0.295,0.4970250000000001,0.55,0.45,0.65,0.7,0.85,0.65,0.20249999999999996,0.30250000000000005,0.12249999999999998,0.09000000000000002,0.022500000000000006,0.12249999999999998
e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977,2024-08-20,acled,Data,0.0,True,0.25,0.0625,0.275,0.075625,0.55,0.45,0.65,0.7,0.85,0.65,0.30250000000000005,0.2025,0.42250000000000004,0.48999999999999994,0.7224999999999999,0.42250000000000004
e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977,2024-10-19,acled,Data,0.0,True,0.3,0.09,0.3,0.09,0.55,0.5,0.7,0.7,0.85,0.65,0.30250000000000005,0.25,0.48999999999999994,0.48999999999999994,0.7224999999999999,0.42250000000000004
e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977,2025-01-17,acled,Data,0.0,True,0.3,0.09,0.325,0.105625,0.55,0.5,0.7,0.7,0.85,0.65,0.30250000000000005,0.25,0.48999999999999994,0.48999999999999994,0.7224999999999999,0.42250000000000004
e53dabd31f71786f3b044bd12e498deee5a732a43de2d9be7468ebaced466977,2025-07-21,acled,Data,0.0,True,0.35,0.1224999999999999,0.4,0.16,0.55,0.55,0.75,0.7,0.85,0.65,0.30250000000000005,0.30250000000000005,0.5625,0.48999999999999994,0.7224999999999999,0.42250000000000004
600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.02,0.0004,0.05,0.05,0.05,0.125,0.1,0.05,0.0025000000000000005,0.0025000000000000005,0.0025000000000000005,0.015625,0.010000000000000002,0.0025000000000000005
600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435,2024-08-20,acled,Data,0.0,True,0.0,0.0,0.03,0.0009,0.05,0.05,0.05,0.125,0.1,0.05,0.0025000000000000005,0.0025000000000000005,0.0025000000000000005,0.015625,0.010000000000000002,0.0025000000000000005
600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435,2024-10-19,acled,Data,0.0,True,0.0,0.0,0.05,0.0025,0.05,0.05,0.05,0.125,0.1,0.05,0.0025000000000000005,0.0025000000000000005,0.0025000000000000005,0.015625,0.010000000000000002,0.0025000000000000005
600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435,2025-01-17,acled,Data,0.0,True,0.0,0.0,0.05,0.0025,0.05,0.05,0.05,0.125,0.1,0.05,0.0025000000000000005,0.0025000000000000005,0.0025000000000000005,0.015625,0.010000000000000002,0.0025000000000000005
600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435,2025-07-21,acled,Data,0.0,True,0.0,0.0,0.1,0.01,0.05,0.05,0.05,0.125,0.1,0.05,0.0025000000000000005,0.0025000000000000005,0.0025000000000000005,0.015625,0.010000000000000002,0.0025000000000000005
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2024-07-28,acled,Data,0.0,True,0.01,0.0001,0.104,0.010816,0.15,0.25,0.55,0.8,0.75,0.55,0.0225,0.0625,0.30250000000000005,0.6400000000000001,0.5625,0.30250000000000005
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2024-08-20,acled,Data,0.0,True,0.01,0.0001,0.1295,0.01677025,0.15,0.25,0.55,0.8,0.75,0.55,0.0225,0.0625,0.30250000000000005,0.6400000000000001,0.5625,0.30250000000000005
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2024-10-19,acled,Data,0.0,True,0.01,0.0001,0.2,0.04,0.15,0.3,0.6,0.8,0.75,0.55,0.0225,0.09,0.36,0.6400000000000001,0.5625,0.30250000000000005
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2025-01-17,acled,Data,0.0,True,0.01,0.0001,0.2,0.04,0.15,0.3,0.6,0.8,0.75,0.55,0.0225,0.09,0.36,0.6400000000000001,0.5625,0.30250000000000005
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2025-07-21,acled,Data,0.0,True,0.01,0.0001,0.2,0.04,0.15,0.35,0.65,0.8,0.75,0.55,0.0225,0.12249999999999998,0.42250000000000004,0.6400000000000001,0.5625,0.30250000000000005
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2024-07-28,acled,Data,0.0,True,0.1,0.01,0.23,0.0529,0.55,0.5,0.55,0.67,0.65,0.5,0.30250000000000005,0.25,0.30250000000000005,0.4489000000000001,0.42250000000000004,0.25
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2024-08-20,acled,Data,0.0,True,0.195,0.038025,0.25,0.0625,0.55,0.5,0.55,0.67,0.65,0.5,0.30250000000000005,0.25,0.30250000000000005,0.4489000000000001,0.42250000000000004,0.25
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2024-10-19,acled,Data,0.0,True,0.25,0.0625,0.2,0.04,0.55,0.5,0.55,0.67,0.65,0.5,0.30250000000000005,0.25,0.30250000000000005,0.4489000000000001,0.42250000000000004,0.25
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2025-01-17,acled,Data,0.0,True,0.29,0.0841,0.25,0.0625,0.55,0.5,0.55,0.67,0.65,0.5,0.30250000000000005,0.25,0.30250000000000005,0.4489000000000001,0.42250000000000004,0.25
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2025-07-21,acled,Data,1.0,True,0.41,0.3481000000000001,0.3,0.4899999999999999,0.55,0.5,0.55,0.67,0.65,0.5,0.20249999999999996,0.25,0.20249999999999996,0.10889999999999997,0.12249999999999998,0.25
1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5,2024-07-28,acled,Data,0.0,True,0.0,0.0,0.08,0.0064,0.05,0.1,0.05,0.143,0.05,0.04,0.0025000000000000005,0.010000000000000002,0.0025000000000000005,0.020448999999999995,0.0025000000000000005,0.0016
1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5,2024-08-20,acled,Data,0.0,True,0.0,0.0,0.09,0.0081,0.05,0.1,0.05,0.143,0.05,0.04,0.0025000000000000005,0.010000000000000002,0.0025000000000000005,0.020448999999999995,0.0025000000000000005,0.0016
1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5,2024-10-19,acled,Data,0.0,True,0.0,0.0,0.055,0.003025,0.05,0.1,0.05,0.143,0.05,0.04,0.0025000000000000005,0.010000000000000002,0.0025000000000000005,0.020448999999999995,0.0025000000000000005,0.0016
