id,resolution_date,source,Type,resolved_to,SPF_forecast,Pub_forecast,SPF_bs,Pub_bs,gpt4T_0S,gpt4T_Reas,gpt4T_News,gpt4T_spf1,gpt4T_spf2,gpt4T_spf3,BS gpt4T_0S,BS gpt4T_Reas,BS gpt4T_News,BS gpt4T_spf1,BS gpt4T_spf2,BS gpt4T_spf3,gpt4o_0S,gpt4o_Reas,gpt4o_News,gpt4o_spf1,gpt4o_spf2,gpt4o_spf3,BS gpt4o_0S,BS gpt4o_Reas,BS gpt4o_News,BS gpt4o_spf1,BS gpt4o_spf2,BS gpt4o_spf3,gpt3.5_0S,gpt3.5_Reas,BS gpt3.5_0S,BS gpt3.5_Reas,gpt4_0S,gpt4_Reas,BS gpt4_0S,BS gpt4_Reas,C2.1_0S,C2.1_Reas,C2.1_News,C2.1_spf1,C2.1_spf2,C2.1_spf3,BS C2.1_0S,BS C2.1_Reas,BS C2.1_News,BS C2.1_spf1,BS C2.1_spf2,BS C2.1_spf3,C3H_0S,C3H_Reas,C3H_News,C3H_spf1,C3H_spf2,C3H_spf3,BS C3H_0S,BS C3H_Reas,BS C3H_News,BS C3H_spf1,BS C3H_spf2,BS C3H_spf3,C3O_0S,C3O_Reas,C3O_News,C3O_spf1,C3O_spf2,C3O_spf3,BS C3O_0S,BS C3O_Reas,BS C3O_News,BS C3O_spf1,BS C3O_spf2,BS C3O_spf3,C3.5S_0S,C3.5S_Reas,C3.5S_News,C3.5S_spf1,C3.5S_spf2,C3.5S_spf3,BS C3.5S_0S,BS C3.5S_Reas,BS C3.5S_News,BS C3.5S_spf1,BS C3.5S_spf2,BS C3.5S_spf3,G1.5f_0S,G1.5f_Reas,G1.5f_News,G1.5f_spf1,G1.5f_spf2,G1.5f_spf3,BS G1.5f_0S,BS G1.5f_Reas,BS G1.5f_News,BS G1.5f_spf1,BS G1.5f_spf2,BS G1.5f_spf3,G1.5P_0S,G1.5P_Reas,G1.5P_News,G1.5P_spf1,G1.5P_spf2,G1.5P_spf3,BS G1.5P_0S,BS G1.5P_Reas,BS G1.5P_News,BS G1.5P_spf1,BS G1.5P_spf2,BS G1.5P_spf3,L2.70b_0S,L2.70b_Reas,BS L2.70b_0S,BS L2.70b_Reas,L3.8b_0S,L3.8b_Reas,BS L3.8b_0S,BS L3.8b_Reas,L3.70b_0S,L3.70b_Reas,BS L3.70b_0S,BS L3.70b_Reas,ML_0S,ML_Reas,ML_News,ML_spf1,ML_spf2,ML_spf3,BS ML_0S,BS ML_Reas,BS ML_News,BS ML_spf1,BS ML_spf2,BS ML_spf3,M22B_0S,M22B_Reas,M22B_News,M22B_spf1,M22B_spf2,M22B_spf3,BS M22B_0S,BS M22B_Reas,BS M22B_News,BS M22B_spf1,BS M22B_spf2,BS M22B_spf3,M7B_0S,M7B_Reas,M7B_News,M7B_spf1,M7B_spf2,M7B_spf3,BS M7B_0S,BS M7B_Reas,BS M7B_News,BS M7B_spf1,BS M7B_spf2,BS M7B_spf3
600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435,2024-08-20,acled,Data,0.0,0.0,0.03,0.0,0.0009,0.05,0.05,0.05,0.125,0.1,0.05,0.0025,0.0025,0.0025,0.015625,0.01,0.0025,0.05,0.01,0.01,0.02,0.002,0.01,0.0025,0.0001,0.0001,0.0004,4e-06,0.0001,0.75,0.5,0.5625,0.25,0.01,0.01,0.0001,0.0001,0.5,0.05,0.2,0.5,0.5,0.01,0.25,0.0025,0.04,0.25,0.25,0.0001,0.5,0.2,0.25,0.25,0.3,0.4,0.25,0.04,0.0625,0.0625,0.09,0.16,0.01,0.02,0.01,0.01,0.01,0.01,0.0001,0.0004,0.0001,0.0001,0.0001,0.0001,0.01,0.0001,0.0001,0.007,0.002,0.0001,0.0001,1e-08,1e-08,4.9000000000000005e-05,4e-06,1e-08,0.001,0.02,0.01,0.0625,0.01,0.05,1e-06,0.0004,0.0001,0.00390625,0.0001,0.0025,0.01,0.005,0.01,0.01,0.001,0.05,0.0001,2.5e-05,0.0001,0.0001,1e-06,0.0025,0.05,0.35,0.0025,0.1224999999999999,0.0001,0.37,1e-08,0.1369,0.01,0.02,0.0001,0.0004,0.05,0.2,0.05,0.002,0.01,0.1,0.0025,0.04,0.0025,4e-06,0.0001,0.01,0.01,0.001,0.001,0.02,0.05,0.1,0.0001,1e-06,1e-06,0.0004,0.0025,0.01,0.01,0.1,0.1,0.11,0.001,0.1,0.0001,0.01,0.01,0.0121,1e-06,0.01
600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435,2024-10-19,acled,Data,0.0,0.0,0.05,0.0,0.0025,0.05,0.05,0.05,0.125,0.1,0.05,0.0025,0.0025,0.0025,0.015625,0.01,0.0025,0.05,0.01,0.01,0.02,0.002,0.01,0.0025,0.0001,0.0001,0.0004,4e-06,0.0001,0.75,0.5,0.5625,0.25,0.01,0.01,0.0001,0.0001,0.5,0.1,0.2,0.5,0.5,0.01,0.25,0.01,0.04,0.25,0.25,0.0001,0.5,0.2,0.25,0.25,0.3,0.4,0.25,0.04,0.0625,0.0625,0.09,0.16,0.01,0.03,0.01,0.01,0.01,0.01,0.0001,0.0009,0.0001,0.0001,0.0001,0.0001,0.01,0.0001,0.0001,0.007,0.002,0.0001,0.0001,1e-08,1e-08,4.9000000000000005e-05,4e-06,1e-08,0.001,0.02,0.01,0.0625,0.01,0.05,1e-06,0.0004,0.0001,0.00390625,0.0001,0.0025,0.01,0.005,0.01,0.01,0.001,0.05,0.0001,2.5e-05,0.0001,0.0001,1e-06,0.0025,0.05,0.3,0.0025,0.09,0.0001,0.37,1e-08,0.1369,0.01,0.02,0.0001,0.0004,0.05,0.2,0.05,0.002,0.01,0.1,0.0025,0.04,0.0025,4e-06,0.0001,0.01,0.01,0.001,0.001,0.02,0.05,0.1,0.0001,1e-06,1e-06,0.0004,0.0025,0.01,0.01,0.1,0.1,0.11,0.001,0.1,0.0001,0.01,0.01,0.0121,1e-06,0.01
600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435,2025-01-17,acled,Data,0.0,0.0,0.05,0.0,0.0025,0.05,0.05,0.05,0.125,0.1,0.05,0.0025,0.0025,0.0025,0.015625,0.01,0.0025,0.05,0.01,0.01,0.02,0.002,0.01,0.0025,0.0001,0.0001,0.0004,4e-06,0.0001,0.75,0.5,0.5625,0.25,0.01,0.01,0.0001,0.0001,0.5,0.2,0.2,0.5,0.5,0.01,0.25,0.04,0.04,0.25,0.25,0.0001,0.5,0.2,0.25,0.25,0.3,0.4,0.25,0.04,0.0625,0.0625,0.09,0.16,0.01,0.03,0.01,0.01,0.01,0.01,0.0001,0.0009,0.0001,0.0001,0.0001,0.0001,0.01,0.0001,0.0001,0.007,0.002,0.0001,0.0001,1e-08,1e-08,4.9000000000000005e-05,4e-06,1e-08,0.001,0.02,0.01,0.0625,0.01,0.05,1e-06,0.0004,0.0001,0.00390625,0.0001,0.0025,0.01,0.005,0.01,0.01,0.001,0.05,0.0001,2.5e-05,0.0001,0.0001,1e-06,0.0025,0.05,0.25,0.0025,0.0625,0.0001,0.37,1e-08,0.1369,0.01,0.02,0.0001,0.0004,0.05,0.2,0.05,0.002,0.01,0.1,0.0025,0.04,0.0025,4e-06,0.0001,0.01,0.01,0.001,0.001,0.02,0.05,0.1,0.0001,1e-06,1e-06,0.0004,0.0025,0.01,0.01,0.1,0.1,0.11,0.001,0.1,0.0001,0.01,0.01,0.0121,1e-06,0.01
600e496f50daaa9743707de63ce115d974431d123cd136ff68b8f92bc74eb435,2025-07-21,acled,Data,0.0,0.0,0.1,0.0,0.01,0.05,0.05,0.05,0.125,0.1,0.05,0.0025,0.0025,0.0025,0.015625,0.01,0.0025,0.05,0.01,0.01,0.02,0.002,0.01,0.0025,0.0001,0.0001,0.0004,4e-06,0.0001,0.75,0.5,0.5625,0.25,0.01,0.01,0.0001,0.0001,0.5,0.3,0.2,0.5,0.5,0.01,0.25,0.09,0.04,0.25,0.25,0.0001,0.5,0.2,0.25,0.25,0.3,0.4,0.25,0.04,0.0625,0.0625,0.09,0.16,0.01,0.04,0.01,0.01,0.01,0.01,0.0001,0.0016,0.0001,0.0001,0.0001,0.0001,0.01,0.0001,0.0001,0.007,0.002,0.0001,0.0001,1e-08,1e-08,4.9000000000000005e-05,4e-06,1e-08,0.001,0.02,0.01,0.0625,0.01,0.05,1e-06,0.0004,0.0001,0.00390625,0.0001,0.0025,0.01,0.005,0.01,0.01,0.001,0.05,0.0001,2.5e-05,0.0001,0.0001,1e-06,0.0025,0.05,0.2,0.0025,0.04,0.0001,0.37,1e-08,0.1369,0.01,0.02,0.0001,0.0004,0.05,0.2,0.05,0.002,0.01,0.1,0.0025,0.04,0.0025,4e-06,0.0001,0.01,0.01,0.001,0.001,0.02,0.05,0.1,0.0001,1e-06,1e-06,0.0004,0.0025,0.01,0.01,0.1,0.1,0.11,0.001,0.1,0.0001,0.01,0.01,0.0121,1e-06,0.01
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2024-07-28,acled,Data,0.0,0.01,0.104,0.0001,0.010816,0.15,0.25,0.55,0.8,0.75,0.55,0.0225,0.0625,0.3025,0.6400000000000001,0.5625,0.3025,0.1,0.05,0.2,0.565,0.35,0.5,0.01,0.0025,0.04,0.3192249999999999,0.1224999999999999,0.25,0.75,0.5,0.5625,0.25,0.1,0.1,0.01,0.01,0.5,0.4,0.7,0.45,0.7,0.5,0.25,0.16,0.4899999999999999,0.2025,0.4899999999999999,0.25,0.6,0.3,0.65,0.5,0.65,0.5,0.36,0.09,0.4225,0.25,0.4225,0.25,0.01,0.05,0.65,0.65,0.55,0.35,0.0001,0.0025,0.4225,0.4225,0.3025,0.1224999999999999,0.05,0.07,0.35,0.44,0.65,0.35,0.0025,0.0049,0.1224999999999999,0.1936,0.4225,0.1224999999999999,0.1,0.1,0.25,0.33,0.3,0.6,0.01,0.01,0.0625,0.1089,0.09,0.36,0.1,0.45,0.4,0.08,0.15,0.5,0.01,0.2025,0.16,0.0064,0.0225,0.25,0.34,0.25,0.1156,0.0625,0.51,0.55,0.2601,0.3025,0.15,0.25,0.0225,0.0625,0.1,0.1,0.2,0.4,0.3,0.5,0.01,0.01,0.04,0.16,0.09,0.25,0.1,0.3,0.4,0.2,0.55,0.5,0.01,0.09,0.16,0.04,0.3025,0.25,0.25,0.65,0.65,0.055,0.68,0.65,0.0625,0.4225,0.4225,0.003025,0.4624000000000001,0.4225
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2024-08-20,acled,Data,0.0,0.01,0.1295,0.0001,0.01677025,0.15,0.25,0.55,0.8,0.75,0.55,0.0225,0.0625,0.3025,0.6400000000000001,0.5625,0.3025,0.1,0.05,0.25,0.565,0.35,0.5,0.01,0.0025,0.0625,0.3192249999999999,0.1224999999999999,0.25,0.75,0.5,0.5625,0.25,0.1,0.1,0.01,0.01,0.5,0.3,0.8,0.45,0.65,0.5,0.25,0.09,0.6400000000000001,0.2025,0.4225,0.25,0.6,0.3,0.65,0.5,0.6,0.5,0.36,0.09,0.4225,0.25,0.36,0.25,0.01,0.1,0.65,0.6,0.6,0.4,0.0001,0.01,0.4225,0.36,0.36,0.16,0.05,0.07,0.35,0.44,0.67,0.35,0.0025,0.0049,0.1224999999999999,0.1936,0.4489000000000001,0.1224999999999999,0.1,0.15,0.25,0.33,0.35,0.6,0.01,0.0225,0.0625,0.1089,0.1224999999999999,0.36,0.1,0.42,0.4,0.08,0.18,0.5,0.01,0.1763999999999999,0.16,0.0064,0.0324,0.25,0.34,0.28,0.1156,0.0784,0.51,0.55,0.2601,0.3025,0.15,0.28,0.0225,0.0784,0.1,0.1,0.2,0.4,0.3,0.5,0.01,0.01,0.04,0.16,0.09,0.25,0.1,0.3,0.4,0.2,0.55,0.5,0.01,0.09,0.16,0.04,0.3025,0.25,0.25,0.6,0.65,0.055,0.68,0.65,0.0625,0.36,0.4225,0.003025,0.4624000000000001,0.4225
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2024-10-19,acled,Data,0.0,0.01,0.2,0.0001,0.04,0.15,0.3,0.6,0.8,0.75,0.55,0.0225,0.09,0.36,0.6400000000000001,0.5625,0.3025,0.1,0.1,0.3,0.565,0.35,0.5,0.01,0.01,0.09,0.3192249999999999,0.1224999999999999,0.25,0.75,0.5,0.5625,0.25,0.1,0.1,0.01,0.01,0.5,0.5,0.7,0.45,0.6,0.5,0.25,0.25,0.4899999999999999,0.2025,0.36,0.25,0.6,0.3,0.65,0.5,0.55,0.5,0.36,0.09,0.4225,0.25,0.3025,0.25,0.01,0.15,0.65,0.55,0.65,0.45,0.0001,0.0225,0.4225,0.3025,0.4225,0.2025,0.06,0.08,0.35,0.44,0.7,0.35,0.0036,0.0064,0.1224999999999999,0.1936,0.4899999999999999,0.1224999999999999,0.1,0.2,0.25,0.33,0.4,0.6,0.01,0.04,0.0625,0.1089,0.16,0.36,0.1,0.4,0.4,0.08,0.2,0.5,0.01,0.16,0.16,0.0064,0.04,0.25,0.34,0.3,0.1156,0.09,0.51,0.55,0.2601,0.3025,0.15,0.32,0.0225,0.1024,0.1,0.1,0.2,0.4,0.3,0.5,0.01,0.01,0.04,0.16,0.09,0.25,0.1,0.3,0.4,0.2,0.55,0.5,0.01,0.09,0.16,0.04,0.3025,0.25,0.25,0.6,0.7,0.055,0.68,0.65,0.0625,0.36,0.4899999999999999,0.003025,0.4624000000000001,0.4225
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2025-01-17,acled,Data,0.0,0.01,0.2,0.0001,0.04,0.15,0.3,0.6,0.8,0.75,0.55,0.0225,0.09,0.36,0.6400000000000001,0.5625,0.3025,0.1,0.15,0.35,0.565,0.35,0.5,0.01,0.0225,0.1224999999999999,0.3192249999999999,0.1224999999999999,0.25,0.75,0.5,0.5625,0.25,0.1,0.1,0.01,0.01,0.5,0.6,0.6,0.45,0.55,0.5,0.25,0.36,0.36,0.2025,0.3025,0.25,0.6,0.3,0.65,0.5,0.5,0.5,0.36,0.09,0.4225,0.25,0.25,0.25,0.01,0.2,0.65,0.5,0.7,0.5,0.0001,0.04,0.4225,0.25,0.4899999999999999,0.25,0.07,0.09,0.4,0.44,0.72,0.45,0.0049,0.0081,0.16,0.1936,0.5184,0.2025,0.1,0.25,0.25,0.33,0.45,0.6,0.01,0.0625,0.0625,0.1089,0.2025,0.36,0.1,0.38,0.4,0.08,0.2,0.5,0.01,0.1444,0.16,0.0064,0.04,0.25,0.34,0.32,0.1156,0.1024,0.51,0.55,0.2601,0.3025,0.15,0.35,0.0225,0.1224999999999999,0.1,0.1,0.2,0.4,0.3,0.5,0.01,0.01,0.04,0.16,0.09,0.25,0.1,0.3,0.4,0.2,0.55,0.5,0.01,0.09,0.16,0.04,0.3025,0.25,0.25,0.55,0.7,0.055,0.68,0.65,0.0625,0.3025,0.4899999999999999,0.003025,0.4624000000000001,0.4225
d9c14625f757e5fb87a7bdfe5154170e6fd569a1bb4b215cf1fb50e704bdc739,2025-07-21,acled,Data,0.0,0.01,0.2,0.0001,0.04,0.15,0.35,0.65,0.8,0.75,0.55,0.0225,0.1224999999999999,0.4225,0.6400000000000001,0.5625,0.3025,0.1,0.2,0.4,0.565,0.35,0.5,0.01,0.04,0.16,0.3192249999999999,0.1224999999999999,0.25,0.75,0.5,0.5625,0.25,0.1,0.1,0.01,0.01,0.5,0.4,0.5,0.45,0.5,0.5,0.25,0.16,0.25,0.2025,0.25,0.25,0.6,0.3,0.65,0.5,0.45,0.5,0.36,0.09,0.4225,0.25,0.2025,0.25,0.01,0.25,0.65,0.45,0.75,0.55,0.0001,0.0625,0.4225,0.2025,0.5625,0.3025,0.08,0.1,0.4,0.44,0.75,0.45,0.0064,0.01,0.16,0.1936,0.5625,0.2025,0.1,0.3,0.25,0.33,0.5,0.6,0.01,0.09,0.0625,0.1089,0.25,0.36,0.1,0.35,0.4,0.08,0.22,0.5,0.01,0.1224999999999999,0.16,0.0064,0.0484,0.25,0.34,0.35,0.1156,0.1224999999999999,0.51,0.55,0.2601,0.3025,0.15,0.38,0.0225,0.1444,0.1,0.1,0.2,0.4,0.3,0.5,0.01,0.01,0.04,0.16,0.09,0.25,0.1,0.3,0.4,0.2,0.55,0.5,0.01,0.09,0.16,0.04,0.3025,0.25,0.25,0.5,0.7,0.055,0.68,0.65,0.0625,0.25,0.4899999999999999,0.003025,0.4624000000000001,0.4225
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2024-07-28,acled,Data,0.0,0.1,0.23,0.01,0.0529,0.55,0.5,0.55,0.67,0.65,0.5,0.3025,0.25,0.3025,0.4489000000000001,0.4225,0.25,0.65,0.55,0.65,0.818,0.75,0.7,0.4225,0.3025,0.4225,0.6691239999999999,0.5625,0.4899999999999999,0.75,0.75,0.5625,0.5625,0.8,0.4,0.6400000000000001,0.16,0.5,0.4,0.4,0.65,0.8,0.6,0.25,0.16,0.16,0.4225,0.6400000000000001,0.36,0.75,0.6,0.7,0.6,0.7,0.5,0.5625,0.36,0.4899999999999999,0.36,0.4899999999999999,0.25,0.8,0.6,0.7,0.6,0.65,0.5,0.6400000000000001,0.36,0.4899999999999999,0.36,0.4225,0.25,0.35,0.6,0.62,0.455,0.65,0.65,0.1224999999999999,0.36,0.3844,0.207025,0.4225,0.4225,0.5,0.3,0.6,0.55,0.45,0.5,0.25,0.09,0.36,0.3025,0.2025,0.25,0.65,0.55,0.55,0.64,0.7,0.75,0.4225,0.3025,0.3025,0.4096,0.4899999999999999,0.5625,0.34,0.55,0.1156,0.3025,0.52,0.55,0.2704,0.3025,0.55,0.45,0.3025,0.2025,0.3,0.3,0.6,0.6,0.25,0.5,0.09,0.09,0.36,0.36,0.0625,0.25,0.5,0.4,0.6,0.4,0.75,0.5,0.25,0.16,0.36,0.16,0.5625,0.25,0.9,0.55,0.6,0.53,0.7,0.65,0.81,0.3025,0.36,0.2809,0.4899999999999999,0.4225
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2024-08-20,acled,Data,0.0,0.195,0.25,0.038025,0.0625,0.55,0.5,0.55,0.67,0.65,0.5,0.3025,0.25,0.3025,0.4489000000000001,0.4225,0.25,0.7,0.6,0.6,0.818,0.75,0.7,0.4899999999999999,0.36,0.36,0.6691239999999999,0.5625,0.4899999999999999,0.75,0.75,0.5625,0.5625,0.5,0.4,0.25,0.16,0.5,0.3,0.3,0.65,0.75,0.65,0.25,0.09,0.09,0.4225,0.5625,0.4225,0.8,0.6,0.7,0.6,0.7,0.5,0.6400000000000001,0.36,0.4899999999999999,0.36,0.4899999999999999,0.25,0.7,0.6,0.65,0.6,0.7,0.5,0.4899999999999999,0.36,0.4225,0.36,0.4899999999999999,0.25,0.35,0.6,0.6,0.455,0.67,0.63,0.1224999999999999,0.36,0.36,0.207025,0.4489000000000001,0.3969,0.5,0.3,0.6,0.55,0.48,0.5,0.25,0.09,0.36,0.3025,0.2304,0.25,0.6,0.55,0.5,0.64,0.65,0.7,0.36,0.3025,0.25,0.4096,0.4225,0.4899999999999999,0.34,0.58,0.1156,0.3364,0.52,0.55,0.2704,0.3025,0.52,0.48,0.2704,0.2304,0.3,0.3,0.6,0.6,0.25,0.5,0.09,0.09,0.36,0.36,0.0625,0.25,0.5,0.4,0.6,0.4,0.75,0.5,0.25,0.16,0.36,0.16,0.5625,0.25,0.65,0.55,0.6,0.53,0.6,0.65,0.4225,0.3025,0.36,0.2809,0.36,0.4225
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2024-10-19,acled,Data,0.0,0.25,0.2,0.0625,0.04,0.55,0.5,0.55,0.67,0.65,0.5,0.3025,0.25,0.3025,0.4489000000000001,0.4225,0.25,0.6,0.65,0.55,0.818,0.75,0.7,0.36,0.4225,0.3025,0.6691239999999999,0.5625,0.4899999999999999,0.75,0.75,0.5625,0.5625,0.4,0.4,0.16,0.16,0.5,0.5,0.5,0.65,0.7,0.7,0.25,0.25,0.25,0.4225,0.4899999999999999,0.4899999999999999,0.7,0.6,0.7,0.6,0.7,0.5,0.4899999999999999,0.36,0.4899999999999999,0.36,0.4899999999999999,0.25,0.6,0.55,0.6,0.6,0.75,0.5,0.36,0.3025,0.36,0.36,0.5625,0.25,0.35,0.58,0.58,0.455,0.7,0.61,0.1224999999999999,0.3364,0.3364,0.207025,0.4899999999999999,0.3721,0.5,0.3,0.5,0.55,0.5,0.5,0.25,0.09,0.25,0.3025,0.25,0.25,0.55,0.55,0.45,0.64,0.6,0.65,0.3025,0.3025,0.2025,0.4096,0.36,0.4225,0.34,0.61,0.1156,0.3721,0.52,0.55,0.2704,0.3025,0.48,0.5,0.2304,0.25,0.3,0.3,0.6,0.6,0.25,0.5,0.09,0.09,0.36,0.36,0.0625,0.25,0.5,0.4,0.6,0.4,0.75,0.5,0.25,0.16,0.36,0.16,0.5625,0.25,0.55,0.55,0.6,0.53,0.5,0.65,0.3025,0.3025,0.36,0.2809,0.25,0.4225
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2025-01-17,acled,Data,0.0,0.29,0.25,0.0841,0.0625,0.55,0.5,0.55,0.67,0.65,0.5,0.3025,0.25,0.3025,0.4489000000000001,0.4225,0.25,0.55,0.7,0.5,0.818,0.75,0.65,0.3025,0.4899999999999999,0.25,0.6691239999999999,0.5625,0.4225,0.75,0.75,0.5625,0.5625,0.3,0.4,0.09,0.16,0.5,0.6,0.6,0.65,0.65,0.55,0.25,0.36,0.36,0.4225,0.4225,0.3025,0.65,0.6,0.7,0.6,0.7,0.5,0.4225,0.36,0.4899999999999999,0.36,0.4899999999999999,0.25,0.5,0.55,0.55,0.6,0.8,0.5,0.25,0.3025,0.3025,0.36,0.6400000000000001,0.25,0.35,0.57,0.55,0.455,0.72,0.6,0.1224999999999999,0.3248999999999999,0.3025,0.207025,0.5184,0.36,0.5,0.3,0.4,0.55,0.52,0.5,0.25,0.09,0.16,0.3025,0.2704,0.25,0.5,0.5,0.4,0.64,0.55,0.6,0.25,0.25,0.16,0.4096,0.3025,0.36,0.34,0.57,0.1156,0.3248999999999999,0.52,0.55,0.2704,0.3025,0.45,0.52,0.2025,0.2704,0.3,0.3,0.6,0.6,0.25,0.5,0.09,0.09,0.36,0.36,0.0625,0.25,0.5,0.4,0.6,0.4,0.75,0.5,0.25,0.16,0.36,0.16,0.5625,0.25,0.55,0.55,0.6,0.53,0.4,0.65,0.3025,0.3025,0.36,0.2809,0.16,0.4225
a6df218adf1cf6a40983148234c46052bc83c7d2b8e31157dfdd6e58a9f83f5d,2025-07-21,acled,Data,1.0,0.41,0.3,0.3481000000000001,0.4899999999999999,0.55,0.5,0.55,0.67,0.65,0.5,0.2024999999999999,0.25,0.2024999999999999,0.1088999999999999,0.1224999999999999,0.25,0.75,0.65,0.45,0.818,0.75,0.65,0.0625,0.1224999999999999,0.3025,0.033124,0.0625,0.1224999999999999,0.75,0.75,0.0625,0.0625,0.2,0.4,0.6400000000000001,0.36,0.5,0.4,0.8,0.65,0.6,0.5,0.25,0.36,0.0399999999999999,0.1224999999999999,0.16,0.25,0.6,0.6,0.7,0.6,0.7,0.5,0.16,0.16,0.09,0.16,0.09,0.25,0.4,0.5,0.5,0.6,0.7,0.5,0.36,0.25,0.25,0.16,0.09,0.25,0.35,0.55,0.53,0.455,0.75,0.55,0.4225,0.2024999999999999,0.2208999999999999,0.2970249999999999,0.0625,0.2024999999999999,0.5,0.3,0.3,0.55,0.55,0.5,0.25,0.4899999999999999,0.4899999999999999,0.2024999999999999,0.2024999999999999,0.25,0.5,0.5,0.35,0.64,0.5,0.55,0.25,0.25,0.4225,0.1296,0.25,0.2024999999999999,0.34,0.6,0.4355999999999999,0.16,0.52,0.55,0.2304,0.2024999999999999,0.42,0.55,0.3364000000000001,0.2024999999999999,0.3,0.3,0.6,0.6,0.25,0.5,0.4899999999999999,0.4899999999999999,0.16,0.16,0.5625,0.25,0.5,0.4,0.6,0.4,0.75,0.5,0.25,0.36,0.16,0.36,0.0625,0.25,0.55,0.55,0.6,0.53,0.3,0.65,0.2024999999999999,0.2024999999999999,0.16,0.2208999999999999,0.4899999999999999,0.1224999999999999
1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5,2024-07-28,acled,Data,0.0,0.0,0.08,0.0,0.0064,0.05,0.1,0.05,0.143,0.05,0.04,0.0025,0.01,0.0025,0.0204489999999999,0.0025,0.0016,0.05,0.01,0.05,0.02,0.06,0.03,0.0025,0.0001,0.0025,0.0004,0.0036,0.0009,0.75,0.6,0.5625,0.36,0.05,0.05,0.0025,0.0025,0.01,0.05,0.5,0.5,0.1,0.1,0.0001,0.0025,0.25,0.25,0.01,0.01,0.5,0.3,0.35,0.33,0.4,0.5,0.25,0.09,0.1224999999999999,0.1089,0.16,0.25,0.01,0.05,0.05,0.01,0.01,0.08,0.0001,0.0025,0.0025,0.0001,0.0001,0.0064,0.01,0.005,0.01,0.02,0.01,0.015,0.0001,2.5e-05,0.0001,0.0004,0.0001,0.000225,0.01,0.05,0.05,0.2,0.02,0.5,0.0001,0.0025,0.0025,0.04,0.0004,0.25,0.01,0.06,0.05,0.055,0.02,0.06,0.0001,0.0036,0.0025,0.003025,0.0004,0.0036,0.05,0.33,0.0025,0.1089,0.0001,0.2,1e-08,0.04,0.05,0.2,0.0025,0.04,0.05,0.15,0.15,0.035,0.01,0.5,0.0025,0.0225,0.0225,0.001225,0.0001,0.25,0.05,0.01,0.05,0.005,0.05,0.05,0.0025,0.0001,0.0025,2.5e-05,0.0025,0.0025,0.02,0.1,0.1,0.5,0.01,0.18,0.0004,0.01,0.01,0.25,0.0001,0.0324
1a0426c8b3d715290f3ad93dae8dfc9f84d6f6e38ea1fd4d20f11496049204b5,2024-08-20,acled,Data,0.0,0.0,0.09,0.0,0.0081,0.05,0.1,0.05,0.143,0.05,0.04,0.0025,0.01,0.0025,0.0204489999999999,0.0025,0.0016,0.05,0.01,0.05,0.02,0.06,0.03,0.0025,0.0001,0.0025,0.0004,0.0036,0.0009,0.8,0.6,0.6400000000000001,0.36,0.05,0.05,0.0025,0.0025,0.01,0.05,0.5,0.5,0.1,0.1,0.0001,0.0025,0.25,0.25,0.01,0.01,0.5,0.3,0.35,0.33,0.3,0.4,0.25,0.09,0.1224999999999999,0.1089,0.09,0.16,0.01,0.05,0.05,0.01,0.01,0.08,0.0001,0.0025,0.0025,0.0001,0.0001,0.0064,0.01,0.006,0.01,0.02,0.01,0.015,0.0001,3.6e-05,0.0001,0.0004,0.0001,0.000225,0.01,0.05,0.05,0.2,0.02,0.5,0.0001,0.0025,0.0025,0.04,0.0004,0.25,0.01,0.06,0.05,0.055,0.02,0.06,0.0001,0.0036,0.0025,0.003025,0.0004,0.0036,0.05,0.34,0.0025,0.1156,0.0001,0.2,1e-08,0.04,0.05,0.18,0.0025,0.0324,0.05,0.15,0.15,0.035,0.01,0.5,0.0025,0.0225,0.0225,0.001225,0.0001,0.25,0.05,0.01,0.05,0.005,0.05,0.05,0.0025,0.0001,0.0025,2.5e-05,0.0025,0.0025,0.03,0.1,0.1,0.5,0.01,0.18,0.0009,0.01,0.01,0.25,0.0001,0.0324
